dataset,method,upset_simple_mean,upset_simple_std,upset_ratio_mean,upset_ratio_std,upset_naive_mean,upset_naive_std,runtime_sec_mean,runtime_sec_std
Basketball_temporal/1997,SVD_NRS,0.67,0.00,0.58,0.00,0.17,0.00,0.93,0.00
Basketball_temporal/1997,OURS_MFAS_INS1,0.67,0.00,0.58,0.00,0.17,0.00,0.94,0.00
Basketball_temporal/1997,OURS_MFAS_INS2,0.67,0.00,0.58,0.00,0.17,0.00,0.94,0.00
Basketball_temporal/1997,OURS_MFAS_INS3,0.67,0.00,0.58,0.00,0.17,0.00,0.95,0.00
Basketball_temporal/1997,OURS_MFAS,0.67,0.00,0.58,0.00,0.17,0.00,0.95,0.00
Basketball_temporal/1998,SpringRank,1.69,0.00,0.88,0.00,0.42,0.00,0.36,0.00
Basketball_temporal/1998,syncRank,1.91,0.00,0.88,0.00,0.48,0.00,0.01,0.00
Basketball_temporal/1998,serialRank,0.96,0.03,0.56,0.01,0.24,0.01,0.03,0.00
Basketball_temporal/1998,btl,0.79,0.00,0.64,0.00,0.20,0.00,0.00,0.00
Basketball_temporal/1998,davidScore,0.90,0.00,0.64,0.17,0.22,0.00,0.01,0.00
Basketball_temporal/1998,eigenvectorCentrality,0.85,0.00,0.56,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/1998,PageRank,1.92,0.00,1.36,0.00,0.48,0.00,0.02,0.00
Basketball_temporal/1998,rankCentrality,0.96,0.00,0.70,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/1998,SVD_RS,0.89,0.00,0.67,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/1998,SVD_NRS,0.64,0.00,0.59,0.00,0.16,0.00,0.86,0.00
Basketball_temporal/1998,OURS_MFAS_INS1,0.64,0.00,0.59,0.00,0.16,0.00,0.87,0.00
Basketball_temporal/1998,OURS_MFAS_INS2,0.64,0.00,0.59,0.00,0.16,0.00,0.87,0.00
Basketball_temporal/1998,OURS_MFAS_INS3,0.64,0.00,0.59,0.00,0.16,0.00,0.87,0.00
Basketball_temporal/1998,OURS_MFAS,0.64,0.00,0.59,0.00,0.16,0.00,0.87,0.00
Basketball_temporal/1999,SpringRank,1.56,0.00,0.87,0.00,0.39,0.00,0.37,0.00
Basketball_temporal/1999,syncRank,2.02,0.00,0.88,0.00,0.50,0.00,0.01,0.00
Basketball_temporal/1999,serialRank,0.97,0.06,0.55,0.03,0.24,0.02,0.46,1.29
Basketball_temporal/1999,btl,0.81,0.00,0.65,0.00,0.20,0.00,0.00,0.00
Basketball_temporal/1999,davidScore,0.93,0.00,0.64,0.17,0.23,0.00,0.01,0.00
Basketball_temporal/1999,eigenvectorCentrality,0.94,0.00,0.57,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/1999,PageRank,1.90,0.00,1.32,0.00,0.47,0.00,0.02,0.00
Basketball_temporal/1999,rankCentrality,1.16,0.00,0.80,0.00,0.29,0.00,0.00,0.00
Basketball_temporal/1999,SVD_RS,0.95,0.00,0.66,0.00,0.24,0.00,0.01,0.00
Basketball_temporal/1999,SVD_NRS,0.70,0.00,0.60,0.00,0.18,0.00,0.89,0.00
Basketball_temporal/1999,OURS_MFAS_INS1,0.70,0.00,0.60,0.00,0.18,0.00,0.90,0.00
Basketball_temporal/1999,OURS_MFAS_INS2,0.70,0.00,0.60,0.00,0.18,0.00,0.90,0.00
Basketball_temporal/1999,OURS_MFAS_INS3,0.70,0.00,0.60,0.00,0.18,0.00,0.90,0.00
Basketball_temporal/1999,OURS_MFAS,0.70,0.00,0.60,0.00,0.18,0.00,0.90,0.00
Basketball_temporal/2000,SpringRank,1.77,0.00,0.90,0.00,0.44,0.00,0.38,0.00
Basketball_temporal/2000,syncRank,1.97,0.00,0.90,0.00,0.49,0.00,0.01,0.00
Basketball_temporal/2000,serialRank,0.98,0.02,0.58,0.01,0.25,0.01,0.03,0.00
Basketball_temporal/2000,btl,0.86,0.00,0.65,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/2000,davidScore,0.91,0.00,0.67,0.17,0.23,0.00,0.01,0.00
Basketball_temporal/2000,eigenvectorCentrality,0.91,0.00,0.59,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/2000,PageRank,1.91,0.00,1.40,0.01,0.48,0.00,0.02,0.00
Basketball_temporal/2000,rankCentrality,1.11,0.00,0.77,0.00,0.28,0.00,0.00,0.00
Basketball_temporal/2000,SVD_RS,0.94,0.00,0.67,0.00,0.23,0.00,0.01,0.00
Basketball_temporal/2000,SVD_NRS,0.67,0.00,0.60,0.00,0.17,0.00,0.93,0.00
Basketball_temporal/2000,OURS_MFAS_INS1,0.66,0.00,0.60,0.00,0.17,0.00,0.93,0.00
Basketball_temporal/2000,OURS_MFAS_INS2,0.66,0.00,0.60,0.00,0.17,0.00,0.94,0.00
Basketball_temporal/2000,OURS_MFAS_INS3,0.66,0.00,0.60,0.00,0.17,0.00,0.94,0.00
Basketball_temporal/2000,OURS_MFAS,0.66,0.00,0.60,0.00,0.17,0.00,0.94,0.00
Basketball_temporal/2001,SpringRank,1.73,0.00,0.89,0.00,0.43,0.00,0.38,0.00
Basketball_temporal/2001,syncRank,2.03,0.00,0.89,0.00,0.51,0.00,0.01,0.00
Basketball_temporal/2001,serialRank,0.91,0.07,0.55,0.04,0.23,0.02,0.23,0.58
Basketball_temporal/2001,btl,0.78,0.00,0.64,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/2001,davidScore,0.88,0.00,0.61,0.16,0.22,0.00,0.01,0.00
Basketball_temporal/2001,eigenvectorCentrality,0.84,0.00,0.56,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/2001,PageRank,2.00,0.00,1.40,0.01,0.50,0.00,0.02,0.00
Basketball_temporal/2001,rankCentrality,1.05,0.00,0.74,0.00,0.26,0.00,0.00,0.00
Basketball_temporal/2001,SVD_RS,0.94,0.00,0.67,0.00,0.23,0.00,0.01,0.00
Basketball_temporal/2001,SVD_NRS,0.62,0.00,0.59,0.00,0.16,0.00,0.89,0.00
Basketball_temporal/2001,OURS_MFAS_INS1,0.62,0.00,0.59,0.00,0.15,0.00,0.90,0.00
Basketball_temporal/2001,OURS_MFAS_INS2,0.62,0.00,0.59,0.00,0.15,0.00,0.90,0.00
Basketball_temporal/2001,OURS_MFAS_INS3,0.62,0.00,0.59,0.00,0.15,0.00,0.89,0.00
Basketball_temporal/2001,OURS_MFAS,0.62,0.00,0.59,0.00,0.15,0.00,0.89,0.00
Basketball_temporal/2002,SpringRank,1.75,0.19,0.86,0.07,0.44,0.05,0.39,0.00
Basketball_temporal/2002,syncRank,1.91,0.00,0.88,0.00,0.48,0.00,0.01,0.00
Basketball_temporal/2002,serialRank,0.92,0.05,0.56,0.03,0.23,0.01,0.16,0.40
Basketball_temporal/2002,btl,0.80,0.00,0.66,0.00,0.20,0.00,0.00,0.00
Basketball_temporal/2002,davidScore,0.85,0.00,0.75,0.16,0.21,0.00,0.01,0.00
Basketball_temporal/2002,eigenvectorCentrality,0.91,0.00,0.58,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/2002,PageRank,1.94,0.00,1.33,0.00,0.49,0.00,0.02,0.00
Basketball_temporal/2002,rankCentrality,1.06,0.00,0.77,0.00,0.26,0.00,0.00,0.00
Basketball_temporal/2002,SVD_RS,0.88,0.00,0.68,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/2002,SVD_NRS,0.67,0.00,0.60,0.00,0.17,0.00,0.94,0.00
Basketball_temporal/2002,OURS_MFAS_INS1,0.67,0.00,0.60,0.00,0.17,0.00,0.94,0.00
Basketball_temporal/2002,OURS_MFAS_INS2,0.67,0.00,0.60,0.00,0.17,0.00,0.94,0.00
Basketball_temporal/2002,OURS_MFAS_INS3,0.67,0.00,0.60,0.00,0.17,0.00,0.95,0.00
Basketball_temporal/2002,OURS_MFAS,0.67,0.00,0.60,0.00,0.17,0.00,0.95,0.00
Basketball_temporal/2003,SpringRank,1.85,0.01,0.88,0.00,0.46,0.00,0.40,0.00
Basketball_temporal/2003,syncRank,2.05,0.00,0.89,0.00,0.51,0.00,0.01,0.00
Basketball_temporal/2003,serialRank,0.95,0.07,0.56,0.04,0.24,0.02,0.25,0.44
Basketball_temporal/2003,btl,0.80,0.00,0.68,0.00,0.20,0.00,0.00,0.00
Basketball_temporal/2003,davidScore,0.94,0.00,0.73,0.16,0.24,0.00,0.01,0.00
Basketball_temporal/2003,eigenvectorCentrality,0.94,0.00,0.59,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/2003,PageRank,1.93,0.00,1.40,0.00,0.48,0.00,0.02,0.00
Basketball_temporal/2003,rankCentrality,0.99,0.00,0.73,0.00,0.25,0.00,0.00,0.00
Basketball_temporal/2003,SVD_RS,0.94,0.00,0.71,0.00,0.23,0.00,0.01,0.00
Basketball_temporal/2003,SVD_NRS,0.69,0.00,0.61,0.00,0.17,0.00,0.94,0.00
Basketball_temporal/2003,OURS_MFAS_INS1,0.69,0.00,0.60,0.00,0.17,0.00,0.95,0.00
Basketball_temporal/2003,OURS_MFAS_INS2,0.69,0.00,0.61,0.00,0.17,0.00,0.95,0.00
Basketball_temporal/2003,OURS_MFAS_INS3,0.69,0.00,0.61,0.00,0.17,0.00,0.96,0.00
Basketball_temporal/2003,OURS_MFAS,0.69,0.00,0.61,0.00,0.17,0.00,0.96,0.00
Basketball_temporal/2004,SpringRank,1.67,0.00,0.88,0.00,0.42,0.00,0.39,0.00
Basketball_temporal/2004,syncRank,1.98,0.11,0.89,0.00,0.49,0.03,0.01,0.00
Basketball_temporal/2004,serialRank,0.89,0.07,0.54,0.04,0.22,0.02,0.20,0.51
Basketball_temporal/2004,btl,0.75,0.00,0.64,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/2004,davidScore,0.85,0.00,0.71,0.18,0.21,0.00,0.01,0.00
Basketball_temporal/2004,eigenvectorCentrality,0.87,0.00,0.56,0.00,0.22,0.00,0.00,0.00
Basketball_temporal/2004,PageRank,1.95,0.00,1.35,0.00,0.49,0.00,0.02,0.00
Basketball_temporal/2004,rankCentrality,0.92,0.00,0.67,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/2004,SVD_RS,0.86,0.00,0.64,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/2004,SVD_NRS,0.61,0.00,0.58,0.00,0.15,0.00,0.92,0.00
Basketball_temporal/2004,OURS_MFAS_INS1,0.61,0.00,0.58,0.00,0.15,0.00,0.93,0.00
Basketball_temporal/2004,OURS_MFAS_INS2,0.61,0.00,0.58,0.00,0.15,0.00,0.93,0.00
Basketball_temporal/2004,OURS_MFAS_INS3,0.61,0.00,0.58,0.00,0.15,0.00,0.93,0.00
Basketball_temporal/2004,OURS_MFAS,0.61,0.00,0.58,0.00,0.15,0.00,0.93,0.00
Basketball_temporal/2005,SpringRank,1.78,0.00,0.89,0.00,0.45,0.00,0.41,0.00
Basketball_temporal/2005,syncRank,1.96,0.05,0.89,0.00,0.49,0.01,0.01,0.00
Basketball_temporal/2005,serialRank,0.98,0.02,0.57,0.01,0.24,0.01,0.03,0.00
Basketball_temporal/2005,btl,0.81,0.00,0.65,0.00,0.20,0.00,0.00,0.00
Basketball_temporal/2005,davidScore,0.85,0.00,0.72,0.17,0.21,0.00,0.01,0.00
Basketball_temporal/2005,eigenvectorCentrality,0.91,0.00,0.58,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/2005,PageRank,1.87,0.00,1.29,0.00,0.47,0.00,0.02,0.00
Basketball_temporal/2005,rankCentrality,1.05,0.00,0.73,0.00,0.26,0.00,0.00,0.00
Basketball_temporal/2005,SVD_RS,0.92,0.00,0.68,0.00,0.23,0.00,0.01,0.00
Basketball_temporal/2005,SVD_NRS,0.66,0.00,0.60,0.00,0.17,0.00,1.01,0.00
Basketball_temporal/2005,OURS_MFAS_INS1,0.66,0.00,0.60,0.00,0.16,0.00,1.01,0.00
Basketball_temporal/2005,OURS_MFAS_INS2,0.66,0.00,0.60,0.00,0.16,0.00,1.02,0.00
Basketball_temporal/2005,OURS_MFAS_INS3,0.66,0.00,0.60,0.00,0.16,0.00,1.02,0.00
Basketball_temporal/2005,OURS_MFAS,0.66,0.00,0.60,0.00,0.16,0.00,1.02,0.00
Basketball_temporal/2006,SpringRank,1.78,0.00,0.89,0.00,0.44,0.00,0.41,0.00
Basketball_temporal/2006,syncRank,2.00,0.00,0.90,0.00,0.50,0.00,0.01,0.00
Basketball_temporal/2006,serialRank,0.84,0.08,0.50,0.05,0.21,0.02,0.84,0.53
Basketball_temporal/2006,btl,0.77,0.00,0.65,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/2006,davidScore,0.86,0.00,0.66,0.17,0.22,0.00,0.01,0.00
Basketball_temporal/2006,eigenvectorCentrality,0.89,0.00,0.58,0.00,0.22,0.00,0.00,0.00
Basketball_temporal/2006,PageRank,1.99,0.00,1.36,0.00,0.50,0.00,0.02,0.00
Basketball_temporal/2006,rankCentrality,1.03,0.00,0.76,0.00,0.26,0.00,0.00,0.00
Basketball_temporal/2006,SVD_RS,0.91,0.00,0.69,0.00,0.23,0.00,0.01,0.00
Basketball_temporal/2006,SVD_NRS,0.68,0.00,0.60,0.00,0.17,0.00,1.03,0.00
Basketball_temporal/2006,OURS_MFAS_INS1,0.68,0.00,0.60,0.00,0.17,0.00,1.03,0.00
Basketball_temporal/2006,OURS_MFAS_INS2,0.68,0.00,0.60,0.00,0.17,0.00,1.04,0.00
Basketball_temporal/2006,OURS_MFAS_INS3,0.68,0.00,0.60,0.00,0.17,0.00,1.03,0.00
Basketball_temporal/2006,OURS_MFAS,0.68,0.00,0.60,0.00,0.17,0.00,1.03,0.00
Basketball_temporal/2007,SpringRank,1.87,0.00,0.90,0.00,0.47,0.00,0.42,0.00
Basketball_temporal/2007,syncRank,2.06,0.08,0.90,0.00,0.52,0.02,0.01,0.00
Basketball_temporal/2007,serialRank,0.94,0.01,0.57,0.00,0.24,0.00,0.03,0.00
Basketball_temporal/2007,btl,0.84,0.00,0.65,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/2007,davidScore,0.89,0.00,0.69,0.18,0.22,0.00,0.01,0.00
Basketball_temporal/2007,eigenvectorCentrality,0.89,0.00,0.57,0.00,0.22,0.00,0.00,0.00
Basketball_temporal/2007,PageRank,1.94,0.00,1.41,0.00,0.49,0.00,0.02,0.00
Basketball_temporal/2007,rankCentrality,0.92,0.00,0.67,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/2007,SVD_RS,0.89,0.00,0.67,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/2007,SVD_NRS,0.67,0.00,0.61,0.00,0.17,0.00,1.13,0.00
Basketball_temporal/2007,OURS_MFAS_INS1,0.67,0.00,0.61,0.00,0.17,0.00,1.13,0.00
Basketball_temporal/2007,OURS_MFAS_INS2,0.67,0.00,0.61,0.00,0.17,0.00,1.13,0.00
Basketball_temporal/2007,OURS_MFAS_INS3,0.67,0.00,0.61,0.00,0.17,0.00,1.14,0.00
Basketball_temporal/2007,OURS_MFAS,0.67,0.00,0.61,0.00,0.17,0.00,1.14,0.00
Basketball_temporal/2008,SpringRank,1.75,0.00,0.90,0.00,0.44,0.00,0.44,0.00
Basketball_temporal/2008,syncRank,2.01,0.00,0.90,0.00,0.50,0.00,0.01,0.00
Basketball_temporal/2008,serialRank,0.90,0.07,0.55,0.04,0.22,0.02,0.45,0.63
Basketball_temporal/2008,btl,0.80,0.00,0.65,0.00,0.20,0.00,0.00,0.00
Basketball_temporal/2008,davidScore,0.90,0.00,0.73,0.17,0.22,0.00,0.01,0.00
Basketball_temporal/2008,eigenvectorCentrality,0.93,0.00,0.58,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/2008,PageRank,1.92,0.00,1.33,0.00,0.48,0.00,0.02,0.00
Basketball_temporal/2008,rankCentrality,0.98,0.00,0.70,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/2008,SVD_RS,0.90,0.00,0.67,0.00,0.23,0.00,0.01,0.00
Basketball_temporal/2008,SVD_NRS,0.69,0.00,0.61,0.00,0.17,0.00,1.16,0.00
Basketball_temporal/2008,OURS_MFAS_INS1,0.69,0.00,0.61,0.00,0.17,0.00,1.16,0.00
Basketball_temporal/2008,OURS_MFAS_INS2,0.69,0.00,0.61,0.00,0.17,0.00,1.16,0.00
Basketball_temporal/2008,OURS_MFAS_INS3,0.69,0.00,0.61,0.00,0.17,0.00,1.16,0.00
Basketball_temporal/2008,OURS_MFAS,0.69,0.00,0.61,0.00,0.17,0.00,1.16,0.00
Basketball_temporal/2009,SpringRank,1.74,0.00,0.90,0.00,0.43,0.00,0.45,0.00
Basketball_temporal/2009,syncRank,2.02,0.00,0.90,0.00,0.51,0.00,0.01,0.00
Basketball_temporal/2009,serialRank,0.94,0.02,0.57,0.01,0.24,0.00,0.04,0.00
Basketball_temporal/2009,btl,0.76,0.00,0.65,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/2009,davidScore,0.85,0.00,0.69,0.19,0.21,0.00,0.01,0.00
Basketball_temporal/2009,eigenvectorCentrality,0.86,0.00,0.56,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/2009,PageRank,1.89,0.00,1.24,0.00,0.47,0.00,0.02,0.00
Basketball_temporal/2009,rankCentrality,0.95,0.00,0.69,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/2009,SVD_RS,0.88,0.00,0.66,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/2009,SVD_NRS,0.65,0.00,0.59,0.00,0.16,0.00,1.24,0.00
Basketball_temporal/2009,OURS_MFAS_INS1,0.65,0.00,0.59,0.00,0.16,0.00,1.25,0.00
Basketball_temporal/2009,OURS_MFAS_INS2,0.65,0.00,0.59,0.00,0.16,0.00,1.25,0.00
Basketball_temporal/2009,OURS_MFAS_INS3,0.65,0.00,0.59,0.00,0.16,0.00,1.25,0.00
Basketball_temporal/2009,OURS_MFAS,0.65,0.00,0.59,0.00,0.16,0.00,1.25,0.00
Basketball_temporal/2010,SpringRank,1.55,0.00,0.91,0.00,0.39,0.00,0.45,0.00
Basketball_temporal/2010,syncRank,1.97,0.00,0.91,0.00,0.49,0.00,0.01,0.00
Basketball_temporal/2010,serialRank,0.85,0.10,0.52,0.06,0.21,0.02,0.64,0.60
Basketball_temporal/2010,btl,0.77,0.00,0.66,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/2010,davidScore,0.92,0.00,0.71,0.18,0.23,0.00,0.01,0.00
Basketball_temporal/2010,eigenvectorCentrality,0.91,0.00,0.58,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/2010,PageRank,2.03,0.00,1.35,0.00,0.51,0.00,0.02,0.00
Basketball_temporal/2010,rankCentrality,0.93,0.00,0.69,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/2010,SVD_RS,0.91,0.00,0.67,0.00,0.23,0.00,0.01,0.00
Basketball_temporal/2010,SVD_NRS,0.65,0.00,0.60,0.00,0.16,0.00,1.15,0.00
Basketball_temporal/2010,OURS_MFAS_INS1,0.65,0.00,0.60,0.00,0.16,0.00,1.15,0.00
Basketball_temporal/2010,OURS_MFAS_INS2,0.65,0.00,0.60,0.00,0.16,0.00,1.18,0.01
Basketball_temporal/2010,OURS_MFAS_INS3,0.65,0.00,0.60,0.00,0.16,0.00,1.16,0.00
Basketball_temporal/2010,OURS_MFAS,0.65,0.00,0.60,0.00,0.16,0.00,1.16,0.00
Basketball_temporal/2011,SpringRank,1.63,0.00,0.90,0.00,0.41,0.00,0.45,0.00
Basketball_temporal/2011,syncRank,1.96,0.00,0.90,0.00,0.49,0.00,0.01,0.00
Basketball_temporal/2011,serialRank,0.85,0.08,0.52,0.05,0.21,0.02,0.70,0.66
Basketball_temporal/2011,btl,0.79,0.00,0.66,0.00,0.20,0.00,0.00,0.00
Basketball_temporal/2011,davidScore,0.88,0.00,0.84,0.11,0.22,0.00,0.01,0.00
Basketball_temporal/2011,eigenvectorCentrality,0.89,0.00,0.58,0.00,0.22,0.00,0.00,0.00
Basketball_temporal/2011,PageRank,2.03,0.00,1.34,0.00,0.51,0.00,0.02,0.00
Basketball_temporal/2011,rankCentrality,0.95,0.00,0.70,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/2011,SVD_RS,0.87,0.00,0.68,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/2011,SVD_NRS,0.68,0.00,0.60,0.00,0.17,0.00,1.14,0.00
Basketball_temporal/2011,OURS_MFAS_INS1,0.68,0.00,0.61,0.00,0.17,0.00,1.14,0.00
Basketball_temporal/2011,OURS_MFAS_INS2,0.68,0.00,0.61,0.00,0.17,0.00,1.14,0.00
Basketball_temporal/2011,OURS_MFAS_INS3,0.68,0.00,0.61,0.00,0.17,0.00,1.15,0.00
Basketball_temporal/2011,OURS_MFAS,0.68,0.00,0.61,0.00,0.17,0.00,1.15,0.00
Basketball_temporal/2012,SpringRank,1.81,0.00,0.90,0.00,0.45,0.00,0.45,0.00
Basketball_temporal/2012,syncRank,1.97,0.00,0.91,0.00,0.49,0.00,0.01,0.00
Basketball_temporal/2012,serialRank,0.88,0.08,0.54,0.05,0.22,0.02,0.29,0.50
Basketball_temporal/2012,btl,0.77,0.00,0.64,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/2012,davidScore,0.85,0.00,0.69,0.19,0.21,0.00,0.01,0.00
Basketball_temporal/2012,eigenvectorCentrality,0.84,0.00,0.56,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/2012,PageRank,1.96,0.00,1.42,0.00,0.49,0.00,0.02,0.00
Basketball_temporal/2012,rankCentrality,0.90,0.00,0.66,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/2012,SVD_RS,0.85,0.00,0.64,0.00,0.21,0.00,0.01,0.00
Basketball_temporal/2012,SVD_NRS,0.63,0.00,0.59,0.00,0.16,0.00,1.13,0.00
Basketball_temporal/2012,OURS_MFAS_INS1,0.63,0.00,0.59,0.00,0.16,0.00,1.14,0.01
Basketball_temporal/2012,OURS_MFAS_INS2,0.63,0.00,0.59,0.00,0.16,0.00,1.15,0.00
Basketball_temporal/2012,OURS_MFAS_INS3,0.63,0.00,0.59,0.00,0.16,0.00,1.14,0.00
Basketball_temporal/2012,OURS_MFAS,0.63,0.00,0.59,0.00,0.16,0.00,1.14,0.00
Basketball_temporal/2013,SpringRank,1.71,0.00,0.90,0.00,0.43,0.00,0.45,0.00
Basketball_temporal/2013,syncRank,2.04,0.03,0.91,0.00,0.51,0.01,0.01,0.00
Basketball_temporal/2013,serialRank,0.95,0.06,0.58,0.03,0.24,0.02,0.15,0.36
Basketball_temporal/2013,btl,0.80,0.00,0.67,0.00,0.20,0.00,0.00,0.00
Basketball_temporal/2013,davidScore,0.90,0.00,0.64,0.16,0.22,0.00,0.01,0.00
Basketball_temporal/2013,eigenvectorCentrality,0.87,0.00,0.59,0.00,0.22,0.00,0.00,0.00
Basketball_temporal/2013,PageRank,1.95,0.00,1.34,0.00,0.49,0.00,0.02,0.00
Basketball_temporal/2013,rankCentrality,1.00,0.00,0.73,0.00,0.25,0.00,0.00,0.00
Basketball_temporal/2013,SVD_RS,0.90,0.00,0.70,0.00,0.23,0.00,0.01,0.00
Basketball_temporal/2013,SVD_NRS,0.66,0.00,0.61,0.00,0.16,0.00,1.17,0.00
Basketball_temporal/2013,OURS_MFAS_INS1,0.66,0.00,0.61,0.00,0.16,0.00,1.18,0.00
Basketball_temporal/2013,OURS_MFAS_INS2,0.66,0.00,0.61,0.00,0.16,0.00,1.18,0.00
Basketball_temporal/2013,OURS_MFAS_INS3,0.66,0.00,0.61,0.00,0.16,0.00,1.18,0.00
Basketball_temporal/2013,OURS_MFAS,0.66,0.00,0.61,0.00,0.16,0.00,1.18,0.00
Basketball_temporal/2014,SpringRank,1.72,0.00,0.90,0.00,0.43,0.00,0.46,0.00
Basketball_temporal/2014,syncRank,2.06,0.00,0.90,0.00,0.52,0.00,0.01,0.00
Basketball_temporal/2014,serialRank,0.87,0.09,0.52,0.06,0.22,0.02,1.07,1.04
Basketball_temporal/2014,btl,0.79,0.00,0.66,0.00,0.20,0.00,0.00,0.00
Basketball_temporal/2014,davidScore,0.88,0.00,0.73,0.18,0.22,0.00,0.01,0.00
Basketball_temporal/2014,eigenvectorCentrality,0.91,0.00,0.58,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/2014,PageRank,1.94,0.00,1.41,0.00,0.48,0.00,0.03,0.00
Basketball_temporal/2014,rankCentrality,1.01,0.00,0.72,0.00,0.25,0.00,0.00,0.00
Basketball_temporal/2014,SVD_RS,0.87,0.00,0.67,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/2014,SVD_NRS,0.68,0.00,0.61,0.00,0.17,0.00,1.21,0.00
Basketball_temporal/2014,OURS_MFAS_INS1,0.68,0.00,0.61,0.00,0.17,0.00,1.22,0.00
Basketball_temporal/2014,OURS_MFAS_INS2,0.68,0.00,0.61,0.00,0.17,0.00,1.22,0.00
Basketball_temporal/2014,OURS_MFAS_INS3,0.68,0.00,0.61,0.00,0.17,0.00,1.23,0.00
Basketball_temporal/2014,OURS_MFAS,0.68,0.00,0.61,0.00,0.17,0.00,1.23,0.00
Basketball_temporal/finer1985,SpringRank,1.63,0.00,0.01,0.00,0.41,0.00,0.37,0.00
Basketball_temporal/finer1985,syncRank,2.02,0.10,0.01,0.00,0.51,0.03,0.01,0.00
Basketball_temporal/finer1985,serialRank,1.46,0.05,0.01,0.00,0.36,0.01,0.04,0.00
Basketball_temporal/finer1985,btl,0.83,0.00,0.47,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/finer1985,davidScore,1.18,0.00,0.01,0.00,0.29,0.00,0.01,0.00
Basketball_temporal/finer1985,eigenvectorCentrality,1.16,0.00,0.01,0.00,0.29,0.00,0.00,0.00
Basketball_temporal/finer1985,PageRank,1.93,0.14,0.57,0.00,0.51,0.06,0.02,0.00
Basketball_temporal/finer1985,rankCentrality,1.00,0.00,0.46,0.00,0.25,0.00,0.00,0.00
Basketball_temporal/finer1985,SVD_RS,0.87,0.00,0.46,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/finer1985,SVD_NRS,1.25,0.00,0.14,0.00,0.31,0.00,2.80,0.01
Basketball_temporal/finer1985,OURS_MFAS_INS1,1.25,0.00,0.14,0.00,0.31,0.00,2.81,0.01
Basketball_temporal/finer1985,OURS_MFAS_INS2,1.25,0.00,0.14,0.00,0.31,0.00,2.81,0.01
Basketball_temporal/finer1985,OURS_MFAS_INS3,1.25,0.00,0.14,0.00,0.31,0.00,2.80,0.01
Basketball_temporal/finer1985,OURS_MFAS,1.25,0.00,0.14,0.00,0.31,0.00,2.80,0.01
Basketball_temporal/finer1986,SpringRank,1.81,0.00,0.01,0.00,0.45,0.00,0.37,0.00
Basketball_temporal/finer1986,syncRank,1.99,0.00,0.01,0.00,0.50,0.00,0.01,0.00
Basketball_temporal/finer1986,serialRank,1.42,0.06,0.01,0.00,0.36,0.02,0.04,0.00
Basketball_temporal/finer1986,btl,0.84,0.00,0.49,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/finer1986,davidScore,1.16,0.00,0.01,0.00,0.29,0.00,0.01,0.00
Basketball_temporal/finer1986,eigenvectorCentrality,1.15,0.00,0.01,0.00,0.29,0.00,0.00,0.00
Basketball_temporal/finer1986,PageRank,1.99,0.00,0.60,0.00,0.50,0.00,0.02,0.00
Basketball_temporal/finer1986,rankCentrality,1.09,0.00,0.48,0.00,0.27,0.00,0.00,0.00
Basketball_temporal/finer1986,SVD_RS,0.86,0.00,0.49,0.00,0.21,0.00,0.01,0.00
Basketball_temporal/finer1986,SVD_NRS,1.09,0.00,0.13,0.00,0.27,0.00,2.86,0.02
