dataset,family,n,m,density,phase_mode,addback_mode,upset_simple,upset_ratio,upset_naive,runtime_sec,time_phase1_sec,time_phase2_sec,time_phaseC_sec,removed_phaseA,kept_after_phaseA,kept_final,edges_restored,reinserted_per_pass,break_reason,reach_checked,reach_inserted,reach_rejected_reachable,reach_dense_matrix_used,permutation_changed_vs_A_only,status,note
Basketball_temporal/2005,Basketball_coarse,330,3622,0.03336096527585889,B2_reach,reach,0.10206150114930046,0.5080352345619474,5639.0,0.3160252571105957,0.14384841918945312,0.07122969627380371,0.10093307495117188,1244,2378,2844,466,466,,1244,466,778,True,True,ok,
Basketball_temporal/2006,Basketball_coarse,334,3695,0.03322184459909011,A0,none,0.13291938919172594,0.5122215602938647,7364.0,0.15025734901428223,0.1398487091064453,1.430511474609375e-06,0.010394573211669922,1312,2383,2383,0,0,,,,,,False,ok,
Basketball_temporal/2006,Basketball_coarse,334,3695,0.03322184459909011,A1_topo,topo,0.1326305909533952,0.514854508525972,7348.0,0.15581297874450684,0.13954877853393555,0.005641460418701172,0.010609626770019531,1312,2383,2822,439,431|7|1,,,,,,True,ok,
Basketball_temporal/2006,Basketball_coarse,334,3695,0.03322184459909011,A2_topo,topo,0.1326305909533952,0.5080362340353377,7348.0,0.25310301780700684,0.14021015167236328,0.0057942867279052734,0.10707998275756836,1312,2383,2822,439,431|7|1,,,,,,True,ok,
Basketball_temporal/2006,Basketball_coarse,334,3695,0.03322184459909011,B1_reach,reach,0.11012237825349265,0.5247540743064866,6101.0,0.22890806198120117,0.13948774337768555,0.07888078689575195,0.010526418685913086,1312,2383,2897,514,514,,1312,514,798,True,True,ok,
Basketball_temporal/2006,Basketball_coarse,334,3695,0.03322184459909011,B2_reach,reach,0.11012237825349265,0.5184200861286395,6101.0,0.32290053367614746,0.13980340957641602,0.07892823219299316,0.10415530204772949,1312,2383,2897,514,514,,1312,514,798,True,True,ok,
Basketball_temporal/2007,Basketball_coarse,336,3974,0.035305614783226726,A0,none,0.11845836339535898,0.5203638924262335,7060.0,0.16953778266906738,0.158829927444458,1.9073486328125e-06,0.010692358016967773,1362,2612,2612,0,0,,,,,,False,ok,
Basketball_temporal/2007,Basketball_coarse,336,3974,0.035305614783226726,A1_topo,topo,0.11763620194969714,0.5197007318068586,7011.0,0.1768054962158203,0.15955495834350586,0.0061948299407958984,0.011039972305297852,1362,2612,3065,453,436|17|0,,,,,,True,ok,
Basketball_temporal/2007,Basketball_coarse,336,3974,0.035305614783226726,A2_topo,topo,0.11763620194969714,0.5128311063365588,7011.0,0.27288365364074707,0.15914368629455566,0.0060312747955322266,0.10769367218017578,1362,2612,3065,453,436|17|0,,,,,,True,ok,
Basketball_temporal/2007,Basketball_coarse,336,3974,0.035305614783226726,B1_reach,reach,0.09706538700313763,0.509570916147526,5785.0,0.25107669830322266,0.15871095657348633,0.08595061302185059,0.006402254104614258,1362,2612,3154,542,542,,1362,542,820,True,True,ok,
Basketball_temporal/2007,Basketball_coarse,336,3974,0.035305614783226726,B2_reach,reach,0.09706538700313763,0.5018254394507465,5785.0,0.3507559299468994,0.15882587432861328,0.08587360382080078,0.10603904724121094,1362,2612,3154,542,542,,1362,542,820,True,True,ok,
Basketball_temporal/2008,Basketball_coarse,342,4051,0.03473615612834628,A0,none,0.12718706847534725,0.5115746531278623,7829.0,0.14726018905639648,0.1360759735107422,1.9073486328125e-06,0.011167764663696289,1485,2566,2566,0,0,,,,,,False,ok,
Basketball_temporal/2008,Basketball_coarse,342,4051,0.03473615612834628,A1_topo,topo,0.1265859800178702,0.5126381166145569,7792.0,0.15314936637878418,0.13559675216674805,0.006135702133178711,0.011404037475585938,1485,2566,3075,509,503|5|1,,,,,,True,ok,
Basketball_temporal/2008,Basketball_coarse,342,4051,0.03473615612834628,A2_topo,topo,0.1265859800178702,0.5056008535805229,7792.0,0.24924898147583008,0.13609838485717773,0.006129026412963867,0.10700678825378418,1485,2566,3075,509,503|5|1,,,,,,True,ok,
Basketball_temporal/2008,Basketball_coarse,342,4051,0.03473615612834628,B1_reach,reach,0.1071074648688165,0.5166169222238852,6593.0,0.24100542068481445,0.13567376136779785,0.0939798355102539,0.011338472366333008,1485,2566,3163,597,597,,1485,597,888,True,True,ok,
Basketball_temporal/2008,Basketball_coarse,342,4051,0.03473615612834628,B2_reach,reach,0.1071074648688165,0.5051778027654087,6593.0,0.33949756622314453,0.13642501831054688,0.09410381317138672,0.10895347595214844,1485,2566,3163,597,597,,1485,597,888,True,True,ok,
Basketball_temporal/2009,Basketball_coarse,347,4155,0.034607119654844996,A0,none,0.12225163852387563,0.489002866283904,7573.0,0.19205856323242188,0.18056559562683105,1.430511474609375e-06,0.01147770881652832,1424,2731,2731,0,0,,,,,,False,ok,
Basketball_temporal/2009,Basketball_coarse,347,4155,0.034607119654844996,A1_topo,topo,0.12018532270041649,0.4830887674000781,7445.0,0.19847679138183594,0.1803591251373291,0.006369352340698242,0.011735677719116211,1424,2731,3178,447,430|16|1,,,,,,True,ok,
Basketball_temporal/2009,Basketball_coarse,347,4155,0.034607119654844996,A2_topo,topo,0.12018532270041649,0.47716862200042637,7445.0,0.2994363307952881,0.1805894374847412,0.006344318389892578,0.11248469352722168,1424,2731,3178,447,430|16|1,,,,,,True,ok,
Basketball_temporal/2009,Basketball_coarse,347,4155,0.034607119654844996,B1_reach,reach,0.10184676976721661,0.484777546401147,6309.0,0.2721586227416992,0.18061518669128418,0.08485102653503418,0.006679534912109375,1424,2731,3253,522,522,,1424,522,902,True,True,ok,
Basketball_temporal/2009,Basketball_coarse,347,4155,0.034607119654844996,B2_reach,reach,0.10184676976721661,0.4790352369295716,6309.0,0.3730449676513672,0.18096423149108887,0.0847010612487793,0.10736560821533203,1424,2731,3253,522,522,,1424,522,902,True,True,ok,
Basketball_temporal/2010,Basketball_coarse,347,4133,0.03442388099481934,A0,none,0.11602764155149353,0.4986741516852662,7287.0,0.15729618072509766,0.14577460289001465,1.430511474609375e-06,0.011506795883178711,1382,2751,2751,0,0,,,,,,False,ok,
Basketball_temporal/2010,Basketball_coarse,347,4133,0.03442388099481934,A1_topo,topo,0.11406916756894465,0.4987338517697648,7164.0,0.16463327407836914,0.14658713340759277,0.006349802017211914,0.011681079864501953,1382,2751,3204,453,439|14|0,,,,,,True,ok,
Basketball_temporal/2010,Basketball_coarse,347,4133,0.03442388099481934,A2_topo,topo,0.11406916756894465,0.4935561654047124,7164.0,0.26576757431030273,0.14560842514038086,0.0063381195068359375,0.11380577087402344,1382,2751,3204,453,439|14|0,,,,,,True,ok,
Basketball_temporal/2010,Basketball_coarse,347,4133,0.03442388099481934,B1_reach,reach,0.09723902936118718,0.5130510528845686,6107.0,0.24065804481506348,0.14574766159057617,0.08821296691894531,0.0066852569580078125,1382,2751,3297,546,546,,1382,546,836,True,True,ok,
Basketball_temporal/2010,Basketball_coarse,347,4133,0.03442388099481934,B2_reach,reach,0.09723902936118718,0.5073117654977307,6107.0,0.3414726257324219,0.14604520797729492,0.08832192420959473,0.10708737373352051,1382,2751,3297,546,546,,1382,546,836,True,True,ok,
Basketball_temporal/2011,Basketball_coarse,345,4086,0.034428715874620826,A0,none,0.12003937330817817,0.5012235357824614,7317.0,0.15828704833984375,0.14681601524353027,2.384185791015625e-06,0.011453628540039062,1428,2658,2658,0,0,,,,,,False,ok,
Basketball_temporal/2011,Basketball_coarse,345,4086,0.034428715874620826,A1_topo,topo,0.11839881880075466,0.499705834313776,7217.0,0.16465449333190918,0.14683103561401367,0.00622248649597168,0.011588335037231445,1428,2658,3133,475,457|17|1,,,,,,True,ok,
Basketball_temporal/2011,Basketball_coarse,345,4086,0.034428715874620826,A2_topo,topo,0.11839881880075466,0.4925466180697796,7217.0,0.2632017135620117,0.14711570739746094,0.006189823150634766,0.10988068580627441,1428,2658,3133,475,457|17|1,,,,,,True,ok,
Basketball_temporal/2011,Basketball_coarse,345,4086,0.034428715874620826,B1_reach,reach,0.09933557542449348,0.5177672199960001,6055.0,0.2456190586090088,0.14716076850891113,0.09175705909729004,0.006686687469482422,1428,2658,3232,574,574,,1428,574,854,True,True,ok,
Basketball_temporal/2011,Basketball_coarse,345,4086,0.034428715874620826,B2_reach,reach,0.09933557542449348,0.5112383520393426,6055.0,0.34461307525634766,0.14661550521850586,0.09119701385498047,0.10678601264953613,1428,2658,3232,574,574,,1428,574,854,True,True,ok,
Basketball_temporal/2012,Basketball_coarse,345,4126,0.034765756656555444,A0,none,0.11783729320375727,0.47882056406956836,7251.0,0.15776896476745605,0.14630460739135742,1.6689300537109375e-06,0.011449098587036133,1389,2737,2737,0,0,,,,,,False,ok,
Basketball_temporal/2012,Basketball_coarse,345,4126,0.034765756656555444,A1_topo,topo,0.11627718009555693,0.47784553294582466,7155.0,0.16407465934753418,0.14612913131713867,0.006333827972412109,0.011598587036132812,1389,2737,3201,464,455|7|2,,,,,,True,ok,
Basketball_temporal/2012,Basketball_coarse,345,4126,0.034765756656555444,A2_topo,topo,0.11627718009555693,0.4708736379195675,7155.0,0.2615971565246582,0.14599132537841797,0.00632476806640625,0.10926175117492676,1389,2737,3201,464,455|7|2,,,,,,True,ok,
Basketball_temporal/2012,Basketball_coarse,345,4126,0.034765756656555444,B1_reach,reach,0.09731205512399649,0.49822388711455895,5988.0,0.24335360527038574,0.14659667015075684,0.0900733470916748,0.006670236587524414,1389,2737,3299,562,562,,1389,562,827,True,True,ok,
Basketball_temporal/2012,Basketball_coarse,345,4126,0.034765756656555444,B2_reach,reach,0.09731205512399649,0.492115364842966,5988.0,0.3423631191253662,0.1464405059814453,0.09051847457885742,0.10538983345031738,1389,2737,3299,562,562,,1389,562,827,True,True,ok,
Basketball_temporal/2013,Basketball_coarse,347,4153,0.034590461594842664,A0,none,0.1207471755282286,0.5175707994854823,7492.0,0.16045618057250977,0.14905548095703125,1.6689300537109375e-06,0.011385202407836914,1445,2708,2708,0,0,,,,,,False,ok,
Basketball_temporal/2013,Basketball_coarse,347,4153,0.034590461594842664,A1_topo,topo,0.11955453124244525,0.5125792181021832,7418.0,0.16895413398742676,0.15093636512756348,0.006339311599731445,0.011662721633911133,1445,2708,3202,494,475|18|1,,,,,,True,ok,
Basketball_temporal/2013,Basketball_coarse,347,4153,0.034590461594842664,A2_topo,topo,0.11955453124244525,0.5052652120530755,7418.0,0.2670724391937256,0.1490154266357422,0.006308555603027344,0.11173272132873535,1445,2708,3202,494,475|18|1,,,,,,True,ok,
Basketball_temporal/2013,Basketball_coarse,347,4153,0.034590461594842664,B1_reach,reach,0.10126194658887618,0.5197333236367576,6283.0,0.2567780017852783,0.14926719665527344,0.09586858749389648,0.011629104614257812,1445,2708,3278,570,570,,1445,570,875,True,True,ok,
Basketball_temporal/2013,Basketball_coarse,347,4153,0.034590461594842664,B2_reach,reach,0.10126194658887618,0.511103114038871,6283.0,0.35964250564575195,0.14909148216247559,0.09584379196166992,0.11468935012817383,1445,2708,3278,570,570,,1445,570,875,True,True,ok,
Basketball_temporal/2014,Basketball_coarse,351,4196,0.03415547415547415,A0,none,0.12376635959078444,0.5001079025261282,7537.0,0.1773512363433838,0.16556048393249512,2.384185791015625e-06,0.011773109436035156,1471,2725,2725,0,0,,,,,,False,ok,
Basketball_temporal/2014,Basketball_coarse,351,4196,0.03415547415547415,A1_topo,topo,0.12337225150664237,0.49577918505154744,7513.0,0.18371105194091797,0.16544485092163086,0.006417989730834961,0.011834859848022461,1471,2725,3217,492,483|9|0,,,,,,True,ok,
Basketball_temporal/2014,Basketball_coarse,351,4196,0.03415547415547415,A2_topo,topo,0.12337225150664237,0.4888780160805523,7513.0,0.28464818000793457,0.16590237617492676,0.0063931941986083984,0.11233758926391602,1471,2725,3217,492,483|9|0,,,,,,True,ok,
Basketball_temporal/2014,Basketball_coarse,351,4196,0.03415547415547415,B1_reach,reach,0.10502980442386324,0.5101981291049773,6396.0,0.2808096408843994,0.1653423309326172,0.10341024398803711,0.012042045593261719,1471,2725,3322,597,597,,1471,597,874,True,True,ok,
Basketball_temporal/2014,Basketball_coarse,351,4196,0.03415547415547415,B2_reach,reach,0.10502980442386324,0.5046936609697489,6396.0,0.3800532817840576,0.16512799263000488,0.10242819786071777,0.11248254776000977,1471,2725,3322,597,597,,1471,597,874,True,True,ok,
Basketball_temporal/finer1985,Basketball_finer,282,4814,0.06075061204916585,A0,none,0.4796426531727421,0.16468768544536255,248758.7,0.16112780570983887,0.15151715278625488,1.430511474609375e-06,0.009595870971679688,4254,560,560,0,0,,,,,,False,ok,
Basketball_temporal/finer1985,Basketball_finer,282,4814,0.06075061204916585,A1_topo,topo,0.4801979587122619,0.16461180075190315,249046.7,0.16131043434143066,0.1514873504638672,0.003948688507080078,0.005860805511474609,4254,560,2407,1847,1847|0,,,,,,True,ok,
Basketball_temporal/finer1985,Basketball_finer,282,4814,0.06075061204916585,A2_topo,topo,0.4801979587122619,0.13819782081075352,249046.7,0.2517695426940918,0.1522049903869629,0.0039479732513427734,0.0955963134765625,4254,560,2407,1847,1847|0,,,,,,True,ok,
Basketball_temporal/finer1985,Basketball_finer,282,4814,0.06075061204916585,B1_reach,reach,0.4728093100058731,0.15577811990966176,245214.7,0.2671782970428467,0.1518254280090332,0.10439157485961914,0.010947704315185547,4254,560,2407,1847,1847,,4254,1847,2407,True,True,ok,
Basketball_temporal/finer1985,Basketball_finer,282,4814,0.06075061204916585,B2_reach,reach,0.4728093100058731,0.1283160959895218,245214.7,0.35998058319091797,0.15146303176879883,0.10416150093078613,0.10434150695800781,4254,560,2407,1847,1847,,4254,1847,2407,True,True,ok,
Basketball_temporal/finer1986,Basketball_finer,283,4862,0.060922737638774024,A0,none,0.4764453475629146,0.15600020607722748,249897.3,0.16942548751831055,0.15941619873046875,3.337860107421875e-06,0.009988784790039062,4273,589,589,0,0,,,,,,False,ok,
Basketball_temporal/finer1986,Basketball_finer,283,4862,0.060922737638774024,A1_topo,topo,0.47696774626523053,0.15742219092798593,250171.30000000002,0.17107510566711426,0.15633201599121094,0.004003286361694336,0.010725021362304688,4273,589,2431,1842,1842|0,,,,,,True,ok,
Basketball_temporal/finer1986,Basketball_finer,283,4862,0.060922737638774024,A2_topo,topo,0.47696774626523053,0.1298179823572413,250171.30000000002,0.26353025436401367,0.15587067604064941,0.003996610641479492,0.10364723205566406,4273,589,2431,1842,1842|0,,,,,,True,ok,
Basketball_temporal/finer1986,Basketball_finer,283,4862,0.060922737638774024,B1_reach,reach,0.4702051616042291,0.1376778366550736,246624.3,0.2615053653717041,0.15560317039489746,0.09466123580932617,0.01122736930847168,4273,589,2431,1842,1842,,4273,1842,2431,True,True,ok,
Basketball_temporal/finer1986,Basketball_finer,283,4862,0.060922737638774024,B2_reach,reach,0.4702051616042291,0.11792212270306882,246624.3,0.35351061820983887,0.1559767723083496,0.09480452537536621,0.10271239280700684,4273,589,2431,1842,1842,,4273,1842,2431,True,True,ok,
Basketball_temporal/finer1987,Basketball_finer,290,5088,0.060708745973034245,A0,none,0.47866655154915283,0.16066420067630077,271660.5,0.1718769073486328,0.16138172149658203,1.430511474609375e-06,0.010479450225830078,4511,577,577,0,0,,,,,,False,ok,
Basketball_temporal/finer1987,Basketball_finer,290,5088,0.060708745973034245,A1_topo,topo,0.4790612401680246,0.1648918800640543,271884.5,0.17727088928222656,0.16169142723083496,0.004172563552856445,0.011392593383789062,4511,577,2544,1967,1967|0,,,,,,True,ok,
Basketball_temporal/finer1987,Basketball_finer,290,5088,0.060708745973034245,A2_topo,topo,0.4790612401680246,0.1431718821913933,271884.5,0.2701714038848877,0.1612100601196289,0.004180908203125,0.10476303100585938,4511,577,2544,1967,1967|0,,,,,,True,ok,
Basketball_temporal/finer1987,Basketball_finer,290,5088,0.060708745973034245,B1_reach,reach,0.4728924684953906,0.14334812139457334,268383.5,0.2909355163574219,0.16217899322509766,0.11686062812805176,0.011881589889526367,4511,577,2544,1967,1967,,4511,1967,2544,True,True,ok,
Basketball_temporal/finer1987,Basketball_finer,290,5088,0.060708745973034245,B2_reach,reach,0.4728924684953906,0.12019151651319208,268383.5,0.38823914527893066,0.16102933883666992,0.11681079864501953,0.110382080078125,4511,577,2544,1967,1967,,4511,1967,2544,True,True,ok,
Basketball_temporal/finer1988,Basketball_finer,290,5170,0.06168714950483236,A0,none,0.4779406476975813,0.1616725132747634,279135.5,0.17261719703674316,0.16217875480651855,1.430511474609375e-06,0.010422468185424805,4564,606,606,0,0,,,,,,False,ok,
Basketball_temporal/finer1988,Basketball_finer,290,5170,0.06168714950483236,A1_topo,topo,0.4782642567778124,0.16392431426369763,279324.5,0.1745619773864746,0.1639401912689209,0.004251956939697266,0.006353616714477539,4564,606,2585,1979,1979|0,,,,,,True,ok,
Basketball_temporal/finer1988,Basketball_finer,290,5170,0.06168714950483236,A2_topo,topo,0.4782642567778124,0.13818610263405598,279324.5,0.369823694229126,0.16251087188720703,0.004237174987792969,0.20305299758911133,4564,606,2585,1979,1979|0,,,,,,True,ok,
Basketball_temporal/finer1988,Basketball_finer,290,5170,0.06168714950483236,B1_reach,reach,0.4716996154359819,0.14441471902830622,275490.5,0.29352712631225586,0.16199350357055664,0.11960697174072266,0.011912822723388672,4564,606,2585,1979,1979,,4564,1979,2585,True,True,ok,
Basketball_temporal/finer1988,Basketball_finer,290,5170,0.06168714950483236,B2_reach,reach,0.4716996154359819,0.11920099473811667,275490.5,0.3921065330505371,0.16246557235717773,0.1196138858795166,0.11000919342041016,4564,606,2585,1979,1979,,4564,1979,2585,True,True,ok,
Basketball_temporal/finer1989,Basketball_finer,293,5318,0.06215811865912385,A0,none,0.47811728155797106,0.15185955527752848,292340.69999999995,0.1844348907470703,0.17355132102966309,1.430511474609375e-06,0.010867595672607422,4712,606,606,0,0,,,,,,False,ok,
Basketball_temporal/finer1989,Basketball_finer,293,5318,0.06215811865912385,A1_topo,topo,0.4785866642330729,0.15498433635720305,292627.69999999995,0.18866181373596191,0.1725010871887207,0.004342079162597656,0.011804580688476562,4712,606,2659,2053,2053|0,,,,,,True,ok,
Basketball_temporal/finer1989,Basketball_finer,293,5318,0.06215811865912385,A2_topo,topo,0.4785866642330729,0.12966931624849354,292627.69999999995,0.2842087745666504,0.17275619506835938,0.004343509674072266,0.10708975791931152,4712,606,2659,2053,2053|0,,,,,,True,ok,
Basketball_temporal/finer1989,Basketball_finer,293,5318,0.06215811865912385,B1_reach,reach,0.4721968450288123,0.12065688344128721,288720.7,0.32405996322631836,0.17345309257507324,0.13835501670837402,0.012237310409545898,4712,606,2659,2053,2053,,4712,2053,2659,True,True,ok,
Basketball_temporal/finer1989,Basketball_finer,293,5318,0.06215811865912385,B2_reach,reach,0.4721968450288123,0.10228448063111878,288720.7,0.4329192638397217,0.18568801879882812,0.13910722732543945,0.1081085205078125,4712,606,2659,2053,2053,,4712,2053,2659,True,True,ok,
Basketball_temporal/finer1990,Basketball_finer,292,5350,0.06296191686673257,A0,none,0.4780887895557223,0.15732414304900005,289848.5,0.18488860130310059,0.174041748046875,1.9073486328125e-06,0.01082921028137207,4753,597,597,0,0,,,,,,False,ok,
Basketball_temporal/finer1990,Basketball_finer,292,5350,0.06296191686673257,A1_topo,topo,0.4787881536951663,0.15752327210847442,290272.5,0.18961620330810547,0.17354226112365723,0.004373311996459961,0.01168680191040039,4753,597,2675,2078,2078|0,,,,,,True,ok,
Basketball_temporal/finer1990,Basketball_finer,292,5350,0.06296191686673257,A2_topo,topo,0.4787881536951663,0.13717976357959685,290272.5,0.2841331958770752,0.1735239028930664,0.004418134689331055,0.10617423057556152,4753,597,2675,2078,2078|0,,,,,,True,ok,
Basketball_temporal/finer1990,Basketball_finer,292,5350,0.06296191686673257,B1_reach,reach,0.4723817142668635,0.14175367630307403,286388.5,0.3225524425506592,0.17383050918579102,0.1362922191619873,0.012412548065185547,4753,597,2675,2078,2078,,4753,2078,2675,True,True,ok,
Basketball_temporal/finer1990,Basketball_finer,292,5350,0.06296191686673257,B2_reach,reach,0.4723817142668635,0.12552401515639358,286388.5,0.41951942443847656,0.17308568954467773,0.13650941848754883,0.10990643501281738,4753,597,2675,2078,2078,,4753,2078,2675,True,True,ok,
Basketball_temporal/finer1991,Basketball_finer,295,5420,0.062492793727660555,A0,none,0.47704280365374696,0.1627644051672613,300910.3,0.20023083686828613,0.18917560577392578,1.9073486328125e-06,0.011037826538085938,4751,669,669,0,0,,,,,,False,ok,
Basketball_temporal/finer1991,Basketball_finer,295,5420,0.062492793727660555,A1_topo,topo,0.47755962196801244,0.16742932942184155,301236.3,0.20023155212402344,0.18908143043518066,0.00445246696472168,0.006684064865112305,4751,669,2710,2041,2041|0,,,,,,True,ok,
Basketball_temporal/finer1991,Basketball_finer,295,5420,0.062492793727660555,A2_topo,topo,0.47755962196801244,0.14200995138053585,301236.3,0.2921485900878906,0.18983244895935059,0.004466533660888672,0.09783148765563965,4751,669,2710,2041,2041|0,,,,,,True,ok,
Basketball_temporal/finer1991,Basketball_finer,295,5420,0.062492793727660555,B1_reach,reach,0.4712785355842091,0.13631320249237872,297274.29999999993,0.3351936340332031,0.1888413429260254,0.13387751579284668,0.01246023178100586,4751,669,2710,2041,2041,,4751,2041,2710,True,True,ok,
Basketball_temporal/finer1991,Basketball_finer,295,5420,0.062492793727660555,B2_reach,reach,0.4712785355842091,0.12240264038768793,297274.29999999993,0.424985408782959,0.18893766403198242,0.13463282585144043,0.10139656066894531,4751,669,2710,2041,2041,,4751,2041,2710,True,True,ok,
Basketball_temporal/finer1992,Basketball_finer,298,5444,0.061509954127403794,A0,none,0.47630737442324617,0.15088719063363312,289622.7,0.19216680526733398,0.18115544319152832,1.6689300537109375e-06,0.010994672775268555,4798,646,646,0,0,,,,,,False,ok,
Basketball_temporal/finer1992,Basketball_finer,298,5444,0.061509954127403794,A1_topo,topo,0.4767974589282872,0.15409004847520816,289920.7,0.1989295482635498,0.18244218826293945,0.004572868347167969,0.011899471282958984,4798,646,2722,2076,2076|0,,,,,,True,ok,
Basketball_temporal/finer1992,Basketball_finer,298,5444,0.061509954127403794,A2_topo,topo,0.4767974589282872,0.1274663705966356,289920.7,0.2931208610534668,0.1807842254638672,0.004480838775634766,0.10783982276916504,4798,646,2722,2076,2076|0,,,,,,True,ok,
Basketball_temporal/finer1992,Basketball_finer,298,5444,0.061509954127403794,B1_reach,reach,0.4696221612924022,0.1334714292145379,285557.7,0.32938599586486816,0.1827380657196045,0.13415074348449707,0.012481451034545898,4798,646,2722,2076,2076,,4798,2076,2722,True,True,ok,
Basketball_temporal/finer1992,Basketball_finer,298,5444,0.061509954127403794,B2_reach,reach,0.4696221612924022,0.1149124434653154,285557.7,0.4255406856536865,0.1805577278137207,0.13405561447143555,0.11091184616088867,4798,646,2722,2076,2076,,4798,2076,2722,True,True,ok,
Basketball_temporal/finer1993,Basketball_finer,298,5160,0.058301132126635485,A0,none,0.47735551499804235,0.15794889155246222,279442.2,0.1782548427581787,0.16768288612365723,1.1920928955078125e-06,0.010556936264038086,4544,616,616,0,0,,,,,,False,ok,
Basketball_temporal/finer1993,Basketball_finer,298,5160,0.058301132126635485,A1_topo,topo,0.47769033085956786,0.15779718329016795,279638.19999999995,0.18447279930114746,0.16869211196899414,0.0042896270751953125,0.011474609375,4544,616,2580,1964,1964|0,,,,,,True,ok,
Basketball_temporal/finer1993,Basketball_finer,298,5160,0.058301132126635485,A2_topo,topo,0.47769033085956786,0.13820035701394354,279638.19999999995,0.28187036514282227,0.1705341339111328,0.00428318977355957,0.10703754425048828,4544,616,2580,1964,1964|0,,,,,,True,ok,
Basketball_temporal/finer1993,Basketball_finer,298,5160,0.058301132126635485,B1_reach,reach,0.47060624219759467,0.14101087460894904,275491.2,0.29377222061157227,0.16788363456726074,0.1138603687286377,0.01201486587524414,4544,616,2580,1964,1964,,4544,1964,2580,True,True,ok,
Basketball_temporal/finer1993,Basketball_finer,298,5160,0.058301132126635485,B2_reach,reach,0.47060624219759467,0.12465629222799113,275491.2,0.3841111660003662,0.16814160346984863,0.11438155174255371,0.10157012939453125,4544,616,2580,1964,1964,,4544,1964,2580,True,True,ok,
Basketball_temporal/finer1994,Basketball_finer,301,5252,0.058161683277962346,A0,none,0.4778045021866919,0.16749621735819106,290831.0,0.18348312377929688,0.17281150817871094,1.6689300537109375e-06,0.01065516471862793,4644,608,608,0,0,,,,,,False,ok,
Basketball_temporal/finer1994,Basketball_finer,301,5252,0.058161683277962346,A1_topo,topo,0.47810186599899457,0.16613592528896257,291012.0,0.1888129711151123,0.17297649383544922,0.004321098327636719,0.011500358581542969,4644,608,2626,2018,2018|0,,,,,,True,ok,
Basketball_temporal/finer1994,Basketball_finer,301,5252,0.058161683277962346,A2_topo,topo,0.47810186599899457,0.14361781033214616,291012.0,0.278240442276001,0.1730058193206787,0.004309892654418945,0.10090899467468262,4644,608,2626,2018,2018|0,,,,,,True,ok,
Basketball_temporal/finer1994,Basketball_finer,301,5252,0.058161683277962346,B1_reach,reach,0.4711097091749058,0.14349768819569197,286756.0,0.3147883415222168,0.1737968921661377,0.12867307662963867,0.012303352355957031,4644,608,2626,2018,2018,,4644,2018,2626,True,True,ok,
Basketball_temporal/finer1994,Basketball_finer,301,5252,0.058161683277962346,B2_reach,reach,0.4711097091749058,0.11848554236812299,286756.0,0.41607141494750977,0.17315149307250977,0.12848806381225586,0.11441493034362793,4644,608,2626,2018,2018,,4644,2018,2626,True,True,ok,
Basketball_temporal/finer1995,Basketball_finer,302,5336,0.05870057864513432,A0,none,0.4766307102510327,0.16186896632566838,286996.69999999995,0.17980623245239258,0.16871905326843262,1.1920928955078125e-06,0.01107168197631836,4700,636,636,0,0,,,,,,False,ok,
Basketball_temporal/finer1995,Basketball_finer,302,5336,0.05870057864513432,A1_topo,topo,0.47762716221773005,0.1636285693553662,287596.7,0.17986607551574707,0.1687788963317871,0.004384279251098633,0.0066869258880615234,4700,636,2668,2032,2032|0,,,,,,True,ok,
Basketball_temporal/finer1995,Basketball_finer,302,5336,0.05870057864513432,A2_topo,topo,0.47762716221773005,0.14150267162256097,287596.7,0.2778341770172119,0.16819119453430176,0.0043849945068359375,0.10524225234985352,4700,636,2668,2032,2032|0,,,,,,True,ok,
Basketball_temporal/finer1995,Basketball_finer,302,5336,0.05870057864513432,B1_reach,reach,0.47000430467249615,0.14040244005785335,283006.7,0.3075745105743408,0.16822314262390137,0.12675905227661133,0.012578010559082031,4700,636,2668,2032,2032,,4700,2032,2668,True,True,ok,
Basketball_temporal/finer1995,Basketball_finer,302,5336,0.05870057864513432,B2_reach,reach,0.47000430467249615,0.12033646254484404,283006.7,0.4086568355560303,0.16907644271850586,0.12693190574645996,0.11263036727905273,4700,636,2668,2032,2032,,4700,2032,2668,True,True,ok,
Basketball_temporal/finer1996,Basketball_finer,305,5498,0.059296807592752375,A0,none,0.47742938150732456,0.15583210711892506,283668.2,0.19620656967163086,0.1846332550048828,1.6689300537109375e-06,0.011555671691894531,4886,612,612,0,0,,,,,,False,ok,
Basketball_temporal/finer1996,Basketball_finer,305,5498,0.059296807592752375,A1_topo,topo,0.47798142377760505,0.1596147368093214,283996.19999999995,0.19549965858459473,0.18404340744018555,0.004543781280517578,0.0068988800048828125,4886,612,2749,2137,2137|0,,,,,,True,ok,
Basketball_temporal/finer1996,Basketball_finer,305,5498,0.059296807592752375,A2_topo,topo,0.47798142377760505,0.13918115252403038,283996.19999999995,0.29836344718933105,0.18446826934814453,0.004508495330810547,0.10936760902404785,4886,612,2749,2137,2137|0,,,,,,True,ok,
Basketball_temporal/finer1996,Basketball_finer,305,5498,0.059296807592752375,B1_reach,reach,0.471414140428109,0.1294222789325416,280094.20000000007,0.34113478660583496,0.18387746810913086,0.1441328525543213,0.013110160827636719,4886,612,2749,2137,2137,,4886,2137,2749,True,True,ok,
